user_id,item_id,rating,timestamp
user_466,item_285,3.7,2023-01-01
user_317,item_281,2.5,2023-01-01
user_829,item_214,1.8,2023-01-01
user_406,item_480,4.5,2023-01-01
user_950,item_459,3.5,2023-01-01
user_598,item_166,3.2,2023-01-01
user_768,item_235,3.3,2023-01-01
user_64,item_261,4.9,2023-01-01
user_93,item_215,4.7,2023-01-01
user_159,item_494,5.0,2023-01-01
user_1,item_243,4.8,2023-01-01
user_434,item_112,3.6,2023-01-01
user_914,item_82,3.5,2023-01-01
user_155,item_471,4.7,2023-01-01
user_426,item_381,4.5,2023-01-01
user_719,item_311,5.0,2023-01-01
user_692,item_103,4.1,2023-01-01
user_861,item_288,2.5,2023-01-01
user_619,item_96,5.0,2023-01-01
user_292,item_454,4.1,2023-01-01
user_613,item_155,5.0,2023-01-01
user_784,item_176,4.9,2023-01-01
user_204,item_283,1.6,2023-01-01
user_159,item_243,2.6,2023-01-01
user_490,item_391,5.0,2023-01-01
user_615,item_422,4.7,2023-01-01
user_628,item_381,3.5,2023-01-01
user_504,item_470,5.0,2023-01-01
user_546,item_141,3.8,2023-01-01
user_482,item_179,4.7,2023-01-01
user_368,item_65,2.8,2023-01-01
user_251,item_408,3.3,2023-01-01
user_284,item_449,5.0,2023-01-01
user_73,item_411,2.1,2023-01-01
user_414,item_313,3.4,2023-01-01
user_783,item_387,5.0,2023-01-01
user_757,item_266,2.7,2023-01-01
user_927,item_243,3.6,2023-01-01
user_426,item_426,5.0,2023-01-01
user_491,item_226,3.2,2023-01-01
user_650,item_387,3.6,2023-01-01
user_43,item_353,4.3,2023-01-01
user_979,item_326,4.2,2023-01-01
user_911,item_384,2.8,2023-01-01
user_779,item_436,2.7,2023-01-01
user_230,item_304,4.1,2023-01-01
user_54,item_55,4.0,2023-01-01
user_531,item_130,3.6,2023-01-01
user_630,item_350,3.2,2023-01-01
user_808,item_137,3.0,2023-01-01
user_653,item_76,3.0,2023-01-01
user_732,item_481,2.7,2023-01-01
user_205,item_228,4.1,2023-01-01
user_274,item_444,5.0,2023-01-01
user_73,item_76,5.0,2023-01-01
user_689,item_323,3.3,2023-01-01
user_4,item_327,2.8,2023-01-01
user_996,item_181,4.9,2023-01-01
user_822,item_255,3.1,2023-01-01
user_273,item_252,2.1,2023-01-01
user_345,item_180,4.2,2023-01-01
user_454,item_370,3.3,2023-01-01
user_449,item_360,3.1,2023-01-01
user_690,item_262,4.1,2023-01-01
user_319,item_43,5.0,2023-01-01
user_308,item_489,3.0,2023-01-01
user_899,item_126,2.7,2023-01-01
user_122,item_408,3.9,2023-01-01
